age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
35,M,5208,Marie,Consulting,AssistantdeDirection,1,16,16,15,2,4,2,1,4,3,3,Non,0.11,Non,0,2,18,5,InfraCloud,Occasionnel,1,10
28,F,4877,Divorce,Consulting,TechLead,0,6,5,3,2,1,2,1,2,2,4,Non,0.21,Non,1,5,27,3,TransformationDigitale,Occasionnel,0,0
21,M,3117,Celibataire,Consulting,AssistantdeDirection,1,3,2,2,3,3,1,4,3,3,3,Non,0.18,Non,0,2,5,1,TransformationDigitale,Occasionnel,2,2
18,F,1569,Celibataire,Commercial,ReprésentantCommercial,1,0,0,0,2,3,1,4,3,4,3,Oui,0.12,Oui,0,2,3,2,TransformationDigitale,Frequent,0,0
47,F,19658,Marie,RessourcesHumaines,SeniorManager,3,27,5,2,4,3,5,3,3,3,3,Non,0.11,Non,1,2,26,4,InfraCloud,Occasionnel,1,0
39,M,3069,Divorce,Consulting,Consultant,0,11,10,8,3,2,2,3,4,3,3,Non,0.15,Non,1,3,3,2,TransformationDigitale,Occasionnel,0,7
40,F,10435,Marie,Consulting,TechLead,1,18,18,15,1,2,3,3,4,3,3,Non,0.13,Non,2,2,15,3,InfraCloud,Occasionnel,14,12
35,F,4148,Marie,Consulting,Manager,1,15,14,11,3,3,2,3,4,3,3,Non,0.12,Non,1,5,8,4,InfraCloud,Aucun,2,9
37,M,5768,Marie,Consulting,TechLead,3,9,4,3,3,3,2,3,1,2,3,Non,0.17,Non,3,2,19,3,InfraCloud,Occasionnel,0,2
39,F,5042,Celibataire,Consulting,TechLead,0,10,9,2,1,3,2,3,4,1,3,Non,0.13,Non,0,2,4,3,TransformationDigitale,Frequent,3,8
45,F,5770,Divorce,Consulting,TechLead,1,10,10,7,4,2,2,4,1,3,3,Non,0.19,Non,2,3,2,2,Autre,Occasionnel,3,9
38,F,7756,Marie,Consulting,TechLead,3,10,5,4,4,2,3,3,4,4,3,Oui,0.19,Non,1,6,2,2,TransformationDigitale,Occasionnel,0,2
35,M,10306,Marie,Commercial,CadreCommercial,9,15,13,12,4,2,3,1,3,3,3,Non,0.17,Oui,0,3,10,3,TransformationDigitale,Occasionnel,6,0
37,F,3936,Marie,Consulting,AssistantdeDirection,1,8,8,4,2,3,1,2,1,1,3,Non,0.11,Non,1,2,10,3,TransformationDigitale,Occasionnel,7,7
40,F,7945,Celibataire,Consulting,TechLead,6,18,4,2,3,3,3,4,4,2,3,Oui,0.15,Non,0,2,16,3,InfraCloud,Occasionnel,3,3
44,M,5743,Marie,RessourcesHumaines,RessourcesHumaines,4,14,10,7,1,3,2,4,3,3,3,Oui,0.11,Non,0,3,1,5,RessourcesHumaines,Frequent,0,2
48,M,15202,Marie,Consulting,SeniorManager,2,23,2,2,3,2,4,4,2,3,4,Non,0.25,Non,1,3,4,5,TransformationDigitale,Frequent,2,2
35,M,5440,Divorce,Commercial,CadreCommercial,6,7,2,2,1,1,2,4,4,2,3,Oui,0.14,Oui,2,2,15,2,TransformationDigitale,Occasionnel,2,2
24,F,3760,Celibataire,Consulting,AssistantdeDirection,1,6,6,3,1,3,1,4,3,3,3,Oui,0.13,Non,0,2,2,1,Entrepreunariat,Frequent,1,3
27,F,3517,Marie,Consulting,AssistantdeDirection,7,5,3,2,2,4,1,3,1,3,3,Non,0.17,Non,0,0,8,3,TransformationDigitale,Occasionnel,0,2
27,M,2580,Celibataire,Consulting,AssistantdeDirection,2,6,4,2,4,3,1,4,3,2,3,Non,0.13,Non,0,0,2,3,TransformationDigitale,Frequent,1,2
40,M,2166,Celibataire,Consulting,Consultant,3,10,4,2,1,3,1,1,2,1,3,Oui,0.14,Oui,0,3,7,3,InfraCloud,Occasionnel,0,3
29,M,5869,Celibataire,Commercial,CadreCommercial,9,8,5,2,3,2,2,3,3,3,3,Non,0.11,Non,0,2,10,3,TransformationDigitale,Occasionnel,1,4
36,F,8008,Marie,Consulting,Manager,4,9,3,2,2,3,3,1,3,3,3,Non,0.12,Non,2,6,5,4,InfraCloud,Occasionnel,0,2
25,M,5206,Divorce,Consulting,TechLead,1,7,7,7,4,4,2,3,3,3,3,Non,0.17,Non,2,6,2,1,InfraCloud,Frequent,0,7
39,M,5295,Marie,Consulting,TechLead,4,7,5,4,4,3,2,2,3,3,4,Non,0.21,Non,0,3,12,3,TransformationDigitale,Occasionnel,1,0
49,F,16413,Marie,Consulting,DirecteurTechnique,3,27,4,2,1,3,4,2,2,3,3,Non,0.16,Non,2,2,22,4,Autre,Occasionnel,1,2
50,F,13269,Divorce,Consulting,DirecteurTechnique,5,19,14,11,4,2,3,1,3,3,3,Non,0.15,Non,3,3,17,5,InfraCloud,Occasionnel,1,11
20,F,2783,Celibataire,Commercial,ReprésentantCommercial,1,2,2,2,3,3,1,3,1,3,3,Non,0.19,Non,0,3,2,3,TransformationDigitale,Occasionnel,2,2
34,F,5433,Divorce,Consulting,AssistantdeDirection,1,11,11,8,4,3,2,2,3,3,3,Non,0.12,Non,1,2,3,3,InfraCloud,Occasionnel,7,9
36,M,2013,Celibataire,Consulting,Consultant,2,15,4,3,1,3,1,2,3,3,3,Non,0.11,Non,0,4,7,3,InfraCloud,Occasionnel,1,3
49,F,13966,Marie,Consulting,Manager,2,30,15,11,3,2,4,3,2,3,3,Oui,0.19,Non,1,3,6,1,InfraCloud,Occasionnel,2,12
36,F,4374,Marie,Consulting,TechLead,0,4,3,2,4,2,2,3,3,3,3,Non,0.15,Non,0,6,1,4,TransformationDigitale,Aucun,1,2
36,M,6842,Divorce,Consulting,Manager,6,13,5,4,4,4,2,1,1,3,4,Non,0.2,Non,1,3,3,2,InfraCloud,Occasionnel,0,4
54,F,17426,Marie,Consulting,SeniorManager,3,36,10,8,2,3,4,3,3,3,4,Non,0.25,Non,1,6,22,5,TransformationDigitale,Occasionnel,4,7
43,M,17603,Marie,Consulting,DirecteurTechnique,1,14,14,10,3,2,4,3,1,3,4,Non,0.24,Non,1,3,15,2,InfraCloud,Occasionnel,6,11
35,M,4581,Celibataire,Commercial,CadreCommercial,3,13,11,9,4,3,2,4,1,4,4,Oui,0.24,Oui,0,2,12,4,Autre,Frequent,6,7
38,M,4735,Marie,Consulting,AssistantdeDirection,7,19,13,11,4,3,2,4,4,4,3,Non,0.15,Non,2,4,1,3,InfraCloud,Frequent,2,9
29,M,4187,Divorce,Commercial,CadreCommercial,1,10,10,0,1,2,2,2,2,2,3,Oui,0.13,Non,1,3,5,3,TransformationDigitale,Occasionnel,0,9
33,M,5505,Divorce,Commercial,CadreCommercial,1,6,6,2,4,3,2,4,3,3,3,Non,0.14,Non,2,5,2,4,TransformationDigitale,Occasionnel,0,4
32,M,5470,Divorce,Consulting,AssistantdeDirection,0,10,9,5,4,3,2,2,3,2,3,Non,0.13,Non,2,4,2,3,TransformationDigitale,Occasionnel,1,6
31,F,5476,Marie,Commercial,CadreCommercial,1,10,10,0,1,3,2,4,1,3,3,Non,0.11,Non,2,2,5,4,InfraCloud,Occasionnel,0,2
49,F,2587,Divorce,Consulting,Consultant,4,17,2,2,4,3,1,1,2,2,3,Oui,0.16,Non,1,2,16,3,TransformationDigitale,Occasionnel,2,2
38,F,2440,Celibataire,Consulting,Consultant,1,4,4,3,4,2,1,2,2,3,4,Non,0.22,Non,0,3,2,3,TransformationDigitale,Frequent,3,3
47,F,15972,Divorce,Commercial,SeniorManager,6,29,3,2,2,4,4,2,3,3,3,Non,0.14,Non,3,2,2,4,InfraCloud,Occasionnel,1,2
49,M,15379,Celibataire,Consulting,SeniorManager,4,23,8,7,3,3,4,3,1,3,3,Non,0.14,Non,0,2,1,3,InfraCloud,Occasionnel,0,0
41,M,7082,Celibataire,Commercial,CadreCommercial,3,21,2,0,4,3,3,3,4,3,3,Oui,0.16,Non,0,2,23,2,InfraCloud,Occasionnel,0,2
20,M,2728,Celibataire,Commercial,ReprésentantCommercial,1,2,2,2,4,3,1,1,1,3,3,Non,0.11,Non,0,3,9,1,InfraCloud,Occasionnel,0,2
33,F,5368,Divorce,Commercial,CadreCommercial,1,7,6,5,3,3,2,4,3,3,4,Oui,0.25,Non,1,2,16,3,InfraCloud,Aucun,1,2
36,M,5347,Marie,Consulting,Manager,6,10,3,2,1,3,2,3,2,2,3,Non,0.14,Non,2,2,26,4,InfraCloud,Occasionnel,0,2
44,F,3195,Divorce,RessourcesHumaines,RessourcesHumaines,4,8,2,2,3,3,1,4,1,3,3,Oui,0.18,Non,3,2,1,3,InfraCloud,Occasionnel,2,2
23,M,3989,Celibataire,Consulting,Consultant,1,5,5,4,4,2,1,3,1,3,3,Oui,0.11,Oui,0,2,8,1,TransformationDigitale,Occasionnel,1,2
38,F,3306,Marie,Consulting,Consultant,7,7,0,0,4,3,1,3,4,2,3,Non,0.19,Non,1,5,4,2,TransformationDigitale,Occasionnel,0,0
53,M,7005,Marie,Consulting,Manager,3,11,4,3,2,4,3,4,3,3,3,Non,0.15,Non,0,2,24,4,TransformationDigitale,Occasionnel,1,2
48,F,2655,Marie,Commercial,ReprésentantCommercial,2,19,9,7,4,3,1,3,3,3,3,Oui,0.11,Oui,2,3,7,2,TransformationDigitale,Frequent,7,7
32,M,1393,Celibataire,Consulting,Consultant,1,1,1,0,4,3,1,2,1,3,3,Non,0.12,Oui,0,2,2,4,InfraCloud,Occasionnel,0,0
26,M,2570,Celibataire,Consulting,Consultant,1,7,7,7,4,3,1,4,3,3,4,Non,0.2,Non,0,5,7,3,TransformationDigitale,Aucun,5,7
55,M,3537,Divorce,Consulting,AssistantdeDirection,5,8,4,2,1,2,1,2,4,3,3,Non,0.12,Non,1,1,22,3,Entrepreunariat,Occasionnel,1,2
34,M,3986,Marie,Consulting,Consultant,1,15,15,10,2,2,2,4,3,4,3,Non,0.14,Non,1,3,5,2,TransformationDigitale,Occasionnel,4,13
60,M,10883,Divorce,Consulting,Manager,3,19,1,0,3,1,3,4,3,4,4,Non,0.2,Non,1,2,1,4,TransformationDigitale,Occasionnel,0,0
33,M,2028,Marie,Consulting,Consultant,1,14,14,11,2,4,1,2,4,3,3,Non,0.18,Non,3,6,21,3,TransformationDigitale,Occasionnel,2,13
37,M,9525,Divorce,Commercial,CadreCommercial,1,6,6,3,3,1,2,4,3,2,3,Non,0.14,Non,2,2,1,4,TransformationDigitale,Frequent,1,3
34,F,2929,Marie,Consulting,AssistantdeDirection,1,10,10,9,2,2,1,4,2,3,3,Non,0.12,Non,0,3,19,3,InfraCloud,Occasionnel,8,7
23,M,2275,Divorce,Commercial,ReprésentantCommercial,1,3,3,2,3,3,1,4,2,3,4,Oui,0.21,Oui,1,2,7,3,InfraCloud,Occasionnel,0,2
44,F,7879,Marie,Consulting,Manager,1,9,8,7,3,4,3,4,2,3,3,Oui,0.19,Non,1,2,2,3,InfraCloud,Occasionnel,6,7
35,M,4930,Celibataire,Consulting,AssistantdeDirection,0,6,5,4,1,2,1,4,3,4,3,Oui,0.14,Non,0,2,2,4,TransformationDigitale,Frequent,1,4
43,M,7847,Marie,Commercial,CadreCommercial,1,10,10,9,4,3,2,4,1,3,3,Oui,0.17,Non,1,3,2,3,TransformationDigitale,Occasionnel,8,8
24,M,4401,Marie,Consulting,AssistantdeDirection,1,5,5,3,3,4,1,3,4,3,3,Non,0.16,Non,1,1,9,3,TransformationDigitale,Occasionnel,0,4
41,M,9241,Celibataire,Commercial,CadreCommercial,1,10,10,8,4,3,3,3,2,3,3,Non,0.12,Non,0,3,6,3,Marketing,Occasionnel,8,7
29,F,2974,Marie,Consulting,Consultant,9,9,5,3,4,3,1,3,3,3,3,Non,0.17,Non,1,2,9,4,TransformationDigitale,Occasionnel,1,2
36,F,4502,Celibataire,Commercial,ReprésentantCommercial,3,17,13,7,3,3,2,4,3,2,3,Non,0.15,Non,0,2,2,4,InfraCloud,Occasionnel,6,7
45,M,10748,Marie,Consulting,Manager,3,25,23,15,3,2,3,3,4,2,4,Non,0.23,Non,1,3,1,1,InfraCloud,Aucun,14,4
24,M,1555,Marie,RessourcesHumaines,RessourcesHumaines,1,1,1,0,4,1,1,3,3,3,3,Non,0.11,Oui,1,2,22,1,RessourcesHumaines,Occasionnel,0,0
47,M,12936,Marie,Commercial,CadreCommercial,7,25,23,5,3,1,4,3,3,1,3,Non,0.11,Oui,0,3,9,3,InfraCloud,Frequent,14,10
26,M,2305,Marie,Consulting,Consultant,1,3,3,2,4,1,1,3,3,4,3,Non,0.15,Non,3,3,17,4,TransformationDigitale,Occasionnel,0,2
45,F,16704,Celibataire,Consulting,DirecteurTechnique,1,21,21,6,4,2,4,2,3,3,3,Non,0.11,Non,0,2,28,2,Entrepreunariat,Occasionnel,8,6
32,M,3433,Marie,Consulting,AssistantdeDirection,6,10,5,2,1,3,1,3,1,2,3,Non,0.13,Non,1,3,10,3,InfraCloud,Frequent,1,3
31,M,3477,Marie,Consulting,Consultant,1,6,5,2,2,3,1,3,4,4,3,Non,0.14,Non,1,2,2,4,InfraCloud,Occasionnel,0,3
41,M,6430,Marie,RessourcesHumaines,RessourcesHumaines,6,10,3,2,3,1,2,2,2,3,3,Non,0.19,Non,1,4,4,3,RessourcesHumaines,Aucun,1,2
40,F,6516,Marie,Consulting,TechLead,2,18,1,0,2,3,2,1,2,3,3,Oui,0.16,Non,1,3,8,2,InfraCloud,Occasionnel,0,0
24,M,3907,Divorce,Consulting,Consultant,1,6,6,2,2,3,1,1,2,4,3,Non,0.13,Non,3,2,29,1,TransformationDigitale,Occasionnel,1,2
46,M,5562,Celibataire,Consulting,Manager,6,19,10,7,3,3,2,2,4,3,3,Non,0.14,Non,0,3,13,4,InfraCloud,Occasionnel,0,9
35,M,6883,Marie,Consulting,TechLead,2,17,7,7,4,3,2,3,2,3,3,Non,0.16,Non,1,3,27,4,InfraCloud,Occasionnel,0,7
30,M,2862,Marie,Consulting,AssistantdeDirection,1,10,10,0,2,3,1,4,2,2,3,Non,0.12,Non,1,2,16,1,InfraCloud,Occasionnel,0,8
47,M,4978,Marie,Commercial,CadreCommercial,7,4,1,0,3,3,2,2,4,1,3,Non,0.11,Non,1,3,2,4,Marketing,Aucun,0,0
46,M,10368,Divorce,Commercial,CadreCommercial,4,13,10,6,3,3,3,4,2,2,3,Oui,0.12,Non,1,5,2,3,InfraCloud,Occasionnel,0,3
36,M,6134,Divorce,Commercial,CadreCommercial,5,16,2,2,2,2,2,1,2,3,3,Oui,0.13,Oui,3,3,13,5,Marketing,Occasionnel,2,2
32,M,6735,Celibataire,Commercial,CadreCommercial,6,10,0,0,1,1,2,2,2,3,3,Non,0.15,Oui,0,2,1,2,InfraCloud,Occasionnel,0,0
23,F,3295,Celibataire,Consulting,Consultant,1,3,3,2,3,3,1,2,3,1,3,Non,0.13,Non,0,3,4,1,TransformationDigitale,Occasionnel,1,2
31,F,5238,Celibataire,Consulting,TechLead,2,9,5,4,4,3,2,4,4,2,4,Non,0.2,Non,0,3,24,1,Entrepreunariat,Frequent,1,4
39,M,6472,Marie,Consulting,Consultant,1,9,9,8,4,3,2,4,4,3,3,Oui,0.15,Non,1,2,1,3,InfraCloud,Aucun,5,8
32,M,9610,Marie,Commercial,CadreCommercial,3,10,4,3,4,1,3,3,3,1,3,Non,0.13,Non,1,2,19,3,InfraCloud,Occasionnel,0,2
40,M,19833,Celibataire,Commercial,SeniorManager,1,21,21,8,2,3,5,2,2,2,3,Non,0.14,Non,0,3,7,4,TransformationDigitale,Occasionnel,12,8
45,F,9756,Marie,RessourcesHumaines,RessourcesHumaines,4,9,5,0,3,1,3,3,3,4,4,Non,0.21,Non,2,2,4,3,InfraCloud,Occasionnel,0,3
30,F,4968,Celibataire,Consulting,AssistantdeDirection,0,10,9,7,4,2,1,1,4,3,3,Non,0.16,Non,0,2,2,4,Entrepreunariat,Frequent,0,7
24,M,2145,Marie,RessourcesHumaines,RessourcesHumaines,0,3,2,2,1,3,1,4,4,3,3,Non,0.14,Non,1,2,10,3,TransformationDigitale,Frequent,2,1
30,F,2180,Divorce,RessourcesHumaines,RessourcesHumaines,6,6,4,2,3,2,1,4,3,2,3,Non,0.11,Oui,1,0,8,3,RessourcesHumaines,Frequent,1,2
31,M,8346,Marie,Commercial,CadreCommercial,1,6,5,2,1,3,2,3,3,3,3,Non,0.19,Non,1,3,5,3,Entrepreunariat,Occasionnel,0,2
27,F,3445,Celibataire,Consulting,AssistantdeDirection,1,6,6,2,3,3,1,4,3,2,3,Non,0.11,Non,0,5,8,3,TransformationDigitale,Occasionnel,1,4
29,F,2760,Celibataire,Commercial,ReprésentantCommercial,1,2,2,2,2,1,1,2,3,3,3,Non,0.13,Oui,0,3,9,3,Marketing,Occasionnel,2,2
29,M,6294,Celibataire,Consulting,Manager,8,10,3,2,4,4,2,3,4,4,3,Oui,0.12,Non,0,5,1,3,InfraCloud,Frequent,0,2
30,M,7140,Divorce,Commercial,CadreCommercial,2,12,7,7,3,2,3,1,1,3,3,Non,0.11,Non,1,2,15,2,Marketing,Occasionnel,1,7
34,M,2932,Marie,Consulting,AssistantdeDirection,0,6,5,0,4,4,1,4,1,3,3,Oui,0.14,Non,3,3,2,4,TransformationDigitale,Occasionnel,1,2
33,F,5147,Celibataire,Commercial,CadreCommercial,8,13,11,7,4,3,2,2,4,2,3,Non,0.15,Non,0,2,2,3,Marketing,Aucun,1,7
49,F,4507,Celibataire,Commercial,CadreCommercial,3,8,5,1,4,3,2,4,3,4,3,Non,0.12,Non,0,1,11,4,Marketing,Occasionnel,0,4
33,F,8564,Celibataire,Commercial,CadreCommercial,2,11,0,0,1,3,3,1,3,2,4,Oui,0.2,Oui,0,2,16,3,InfraCloud,Occasionnel,0,0
38,F,2468,Marie,Consulting,Consultant,4,9,6,1,3,2,1,2,2,2,3,Non,0.14,Non,1,4,2,2,TransformationDigitale,Frequent,0,5
31,M,8161,Marie,Commercial,CadreCommercial,2,10,1,0,1,3,3,3,1,3,3,Non,0.13,Oui,3,2,16,4,Marketing,Occasionnel,0,0
29,F,2109,Divorce,Consulting,AssistantdeDirection,1,1,1,0,4,2,1,1,3,3,3,Non,0.13,Non,1,2,4,3,Entrepreunariat,Occasionnel,0,0
30,M,5294,Marie,Consulting,Manager,3,10,7,0,3,4,2,3,3,3,3,Non,0.16,Non,1,3,16,3,InfraCloud,Occasionnel,1,7
32,M,2718,Celibataire,Consulting,AssistantdeDirection,2,12,7,7,2,3,1,2,2,3,3,Non,0.14,Non,0,3,5,4,Entrepreunariat,Aucun,0,7
38,M,5811,Marie,Consulting,Manager,3,15,1,0,2,1,2,4,3,3,3,Oui,0.16,Non,1,2,18,3,TransformationDigitale,Occasionnel,1,0
43,M,2437,Marie,Consulting,AssistantdeDirection,9,6,1,0,3,2,1,3,4,3,3,Oui,0.16,Oui,1,4,17,3,Entrepreunariat,Frequent,0,0
42,M,2766,Divorce,Consulting,Consultant,8,7,5,3,2,3,1,2,2,2,4,Non,0.22,Non,3,6,12,3,TransformationDigitale,Occasionnel,0,4
55,M,19038,Marie,Consulting,DirecteurTechnique,8,34,1,0,3,2,5,1,2,3,3,Non,0.12,Non,3,2,2,3,TransformationDigitale,Occasionnel,0,0
33,M,3055,Divorce,Consulting,AssistantdeDirection,5,11,9,8,4,3,2,2,4,2,3,Non,0.15,Non,2,2,4,3,Entrepreunariat,Aucun,1,7
41,M,2289,Divorce,Consulting,Consultant,1,5,5,3,3,3,1,1,2,3,4,Non,0.2,Non,2,2,9,4,InfraCloud,Occasionnel,0,4
34,M,4001,Divorce,Commercial,CadreCommercial,1,15,15,14,4,3,2,3,3,3,3,Oui,0.14,Non,1,3,10,3,InfraCloud,Aucun,0,7
53,F,12965,Marie,Consulting,TechLead,4,27,3,2,1,2,4,3,4,2,4,Oui,0.2,Non,3,2,1,4,TransformationDigitale,Aucun,0,2
43,M,3539,Celibataire,RessourcesHumaines,RessourcesHumaines,0,10,9,7,2,3,1,4,2,3,3,Non,0.13,Non,0,5,2,3,InfraCloud,Occasionnel,1,8
34,F,6029,Celibataire,Commercial,CadreCommercial,5,6,2,2,4,1,2,4,1,3,3,Non,0.12,Non,0,3,3,2,InfraCloud,Occasionnel,2,2
21,M,2679,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,2,3,1,2,2,3,3,Non,0.13,Oui,0,3,7,1,Marketing,Occasionnel,1,0
38,F,3702,Marie,Consulting,Consultant,1,5,5,4,4,2,1,3,2,3,3,Non,0.11,Non,1,3,6,2,Autre,Occasionnel,0,4
22,F,2398,Marie,Consulting,Consultant,1,1,1,0,3,3,1,1,3,3,3,Oui,0.17,Oui,0,6,8,1,TransformationDigitale,Occasionnel,0,0
31,F,5468,Marie,Commercial,CadreCommercial,1,13,12,7,1,2,2,4,1,3,3,Non,0.14,Non,2,3,29,4,Marketing,Occasionnel,5,7
51,F,13116,Marie,Consulting,SeniorManager,2,15,2,2,1,3,3,3,4,3,3,Non,0.11,Non,0,2,3,3,Entrepreunariat,Occasionnel,2,2
37,M,4189,Marie,Commercial,CadreCommercial,1,5,5,2,2,2,2,2,1,3,3,Non,0.14,Non,2,2,9,2,Marketing,Occasionnel,0,3
46,M,19328,Divorce,Consulting,DirecteurTechnique,7,24,2,1,3,3,5,4,3,3,3,Oui,0.17,Non,1,3,2,4,TransformationDigitale,Occasionnel,2,2
36,M,8321,Marie,Consulting,Manager,7,15,12,8,4,3,3,1,4,3,3,Oui,0.13,Non,1,1,10,3,InfraCloud,Occasionnel,5,7
44,M,2342,Divorce,Consulting,AssistantdeDirection,1,6,5,3,3,3,1,2,3,2,3,Oui,0.12,Oui,3,2,1,2,TransformationDigitale,Frequent,2,3
37,M,4071,Divorce,RessourcesHumaines,RessourcesHumaines,2,19,10,0,3,3,2,2,3,2,3,Non,0.13,Non,0,4,8,2,Autre,Occasionnel,4,7
35,M,5813,Celibataire,Commercial,CadreCommercial,1,10,10,7,3,3,2,4,4,3,3,Oui,0.18,Oui,0,2,27,3,InfraCloud,Occasionnel,7,7
33,M,3143,Marie,Consulting,AssistantdeDirection,6,14,10,8,4,4,1,1,2,3,3,Non,0.19,Non,1,1,8,4,InfraCloud,Occasionnel,7,6
28,M,2044,Marie,Consulting,AssistantdeDirection,1,5,5,3,3,3,1,4,3,4,3,Non,0.11,Non,1,6,1,3,InfraCloud,Occasionnel,0,3
39,M,13464,Celibataire,Consulting,DirecteurTechnique,7,9,4,3,3,3,3,3,3,3,4,Non,0.21,Non,0,3,10,1,TransformationDigitale,Occasionnel,2,2
46,M,7991,Celibataire,Commercial,CadreCommercial,8,6,2,2,2,2,2,2,3,3,3,Non,0.15,Non,0,3,26,2,InfraCloud,Aucun,2,2
40,F,3377,Marie,Consulting,Consultant,4,7,4,3,3,3,1,1,4,2,3,Non,0.17,Non,1,5,2,2,InfraCloud,Occasionnel,0,2
42,M,5538,Marie,Consulting,Manager,5,10,0,0,2,4,2,1,3,2,3,Non,0.18,Non,2,2,13,3,TransformationDigitale,Occasionnel,0,0
35,M,5762,Divorce,Consulting,TechLead,2,15,7,7,2,3,2,4,3,3,3,Non,0.14,Non,1,6,2,2,TransformationDigitale,Aucun,1,7
38,M,2592,Divorce,RessourcesHumaines,RessourcesHumaines,5,13,11,10,1,3,1,2,4,3,3,Non,0.13,Non,3,3,2,3,RessourcesHumaines,Aucun,3,8
34,M,5346,Marie,Consulting,Consultant,4,11,7,1,4,3,2,1,3,2,3,Non,0.17,Oui,1,3,9,4,InfraCloud,Frequent,0,7
37,M,4213,Celibataire,Consulting,TechLead,1,10,10,3,4,3,2,1,2,1,3,Non,0.15,Oui,0,4,10,4,TransformationDigitale,Occasionnel,0,8
39,M,4127,Divorce,Commercial,CadreCommercial,2,7,2,1,3,3,2,4,4,3,3,Non,0.18,Non,1,6,20,3,InfraCloud,Frequent,2,2
43,M,2438,Celibataire,Consulting,AssistantdeDirection,4,7,3,2,1,3,1,3,3,2,3,Non,0.13,Non,0,2,9,3,InfraCloud,Aucun,1,2
41,M,6870,Celibataire,Consulting,Manager,3,11,3,2,2,4,2,2,1,1,3,Non,0.12,Non,0,3,5,3,InfraCloud,Occasionnel,1,2
41,F,10447,Divorce,Commercial,CadreCommercial,0,23,22,14,3,3,3,3,4,4,3,Oui,0.13,Non,1,3,4,1,Marketing,Occasionnel,13,5
30,F,9667,Celibataire,Consulting,TechLead,9,9,7,7,1,3,3,3,2,3,3,Non,0.14,Non,0,3,10,3,TransformationDigitale,Occasionnel,0,2
26,F,2148,Marie,RessourcesHumaines,RessourcesHumaines,0,6,5,1,4,3,1,2,3,3,3,Oui,0.11,Oui,0,3,20,2,TransformationDigitale,Occasionnel,1,4
46,F,8926,Marie,Consulting,Manager,4,13,9,7,4,3,2,2,4,4,4,Non,0.22,Oui,1,2,21,2,TransformationDigitale,Occasionnel,3,7
40,F,6513,Divorce,Consulting,Manager,4,12,5,3,3,3,2,4,4,3,3,Non,0.17,Non,1,3,1,3,InfraCloud,Occasionnel,0,3
34,M,6799,Marie,Commercial,CadreCommercial,1,10,10,8,2,4,2,3,3,3,4,Non,0.21,Non,2,5,8,2,Entrepreunariat,Occasionnel,4,8
58,M,16291,Divorce,Commercial,SeniorManager,4,37,16,9,2,3,4,2,4,2,4,Non,0.22,Non,1,0,2,3,TransformationDigitale,Aucun,14,14
35,M,2705,Marie,Consulting,Consultant,0,6,5,4,2,1,1,3,2,4,3,Non,0.16,Non,1,2,23,4,TransformationDigitale,Occasionnel,0,3
47,F,10333,Divorce,Consulting,TechLead,8,28,22,11,3,2,3,2,3,3,3,Oui,0.12,Non,1,4,4,3,InfraCloud,Occasionnel,14,10
40,F,4448,Divorce,Consulting,Manager,2,15,7,4,2,3,2,1,2,3,3,Non,0.12,Non,1,3,12,3,InfraCloud,Occasionnel,7,7
54,F,6854,Marie,Consulting,AssistantdeDirection,4,14,7,1,4,3,2,4,2,2,3,Non,0.15,Non,1,2,7,4,TransformationDigitale,Occasionnel,1,7
31,F,9637,Marie,Commercial,CadreCommercial,2,9,3,2,1,3,3,1,4,3,3,Non,0.14,Non,2,3,7,4,Marketing,Frequent,2,2
28,F,3591,Marie,Consulting,AssistantdeDirection,1,3,3,2,3,3,1,1,3,3,4,Non,0.25,Non,1,3,1,3,TransformationDigitale,Occasionnel,1,2
38,F,5405,Marie,Commercial,ReprésentantCommercial,2,20,4,2,2,1,2,4,1,2,4,Oui,0.2,Non,2,4,2,4,Marketing,Occasionnel,0,3
26,M,4684,Celibataire,Commercial,CadreCommercial,1,5,5,3,3,3,2,4,1,3,3,Non,0.13,Non,0,4,10,3,TransformationDigitale,Occasionnel,1,2
58,M,15787,Marie,Consulting,DirecteurTechnique,2,23,2,2,1,3,4,3,2,3,3,Oui,0.14,Non,0,3,15,4,InfraCloud,Frequent,2,2
18,F,1514,Celibataire,Consulting,AssistantdeDirection,1,0,0,0,2,3,1,3,3,1,3,Non,0.16,Non,0,4,14,3,TransformationDigitale,Aucun,0,0
31,M,2956,Marie,RessourcesHumaines,RessourcesHumaines,0,2,1,0,4,4,1,1,3,3,3,Non,0.17,Oui,0,4,18,5,RessourcesHumaines,Occasionnel,0,0
29,M,2335,Divorce,RessourcesHumaines,RessourcesHumaines,4,4,2,2,1,2,1,1,4,3,3,Oui,0.15,Oui,3,3,13,3,RessourcesHumaines,Occasionnel,2,0
